startTime,endTime,spawningIntervalInMinutes,spawningAmount,hasBike,hasCar,prefersBike,prefersCar,usesBikeAndRide,usesOwnBikeOutside,usesOwnCar,source,destination,discriminator
0:00,18:30,5,25,0,0.85,0,0.1,0,0,0.75,"POLYGON ((9.987153027068842 53.58894998955475, 9.987153027068842 53.550426132105, 10.020563678323839 53.550426132105, 10.020563678323839 53.58894998955475, 9.987153027068842 53.58894998955475))","POLYGON ((9.987153027068842 53.58894998955475, 9.987153027068842 53.550426132105, 10.020563678323839 53.550426132105, 10.020563678323839 53.58894998955475, 9.987153027068842 53.58894998955475))",2
