Longitude,Latidute,LengthPhaseRed,LengthPhaseGreen
9.9772342,53.5640876,30,30
9.9773872,53.5645048,30,30
9.9769795,53.564312,30,30
9.9900793,53.5612211,30,30
9.9905326,53.5608488,30,30
9.9909759,53.5603987,30,30
9.9902124,53.561316,30,30
9.9710717,53.5677979,30,30
9.9709336,53.5677064,30,30
9.9706274,53.5678873,30,30
9.9711797,53.5678561,30,30
9.9704254,53.5676789,30,30
9.9706127,53.5674026,30,30
9.9696947,53.5676553,30,30
9.9708514,53.5677136,30,30
10.0192157,53.5530488,30,30
10.0155643,53.5524983,30,30
10.0158156,53.5525971,30,30
10.0159062,53.5526561,30,30
9.9630908,53.5465132,30,30
9.9559794,53.5681599,30,30
9.9574741,53.5725596,30,30
9.9891599,53.5584949,30,30
9.993778,53.562557,30,30
9.9933851,53.5622962,30,30
9.9910234,53.5607902,30,30
9.9948769,53.5648923,30,30
9.9942635,53.5648337,30,30
9.9944472,53.5645176,30,30
9.9889433,53.5579476,30,30
9.9890879,53.557928,30,30
9.9895664,53.5582924,30,30
10.0207205,53.5662081,30,30
9.9598767,53.5600969,30,30
9.9597741,53.5603139,30,30
9.9595331,53.5602156,30,30
9.9615334,53.5593409,30,30
9.9615067,53.5590712,30,30
9.9643254,53.5568463,30,30
9.9639493,53.5572225,30,30
9.9642367,53.5594128,30,30
9.964263,53.5592724,30,30
9.9641528,53.558054,30,30
9.9547131,53.5611179,30,30
9.9554866,53.5611712,30,30
9.9906161,53.554417,30,30
9.9909448,53.5544334,30,30
9.996418,53.5528309,30,30
10.0006328,53.5554245,30,30
10.0000736,53.5548752,30,30
9.9997941,53.5548901,30,30
9.9998339,53.5550893,30,30
9.9967386,53.5528457,30,30
10.0006478,53.5563743,30,30
10.0003326,53.5557861,30,30
10.000659,53.5559771,30,30
10.0008097,53.5559015,30,30
9.9894194,53.5550908,30,30
9.9881401,53.5554687,30,30
9.987967,53.5555282,30,30
9.9877538,53.5559042,30,30
10.0007102,53.5563551,30,30
10.0090195,53.552229,30,30
10.0087206,53.5523425,30,30
10.008547,53.5523,30,30
10.0129676,53.5523695,30,30
10.0271389,53.5775022,30,30
10.0273924,53.5774137,30,30
10.0274302,53.5777837,30,30
10.0278379,53.5777163,30,30
9.9915388,53.5889689,30,30
9.9916535,53.5888985,30,30
9.9886516,53.5581668,30,30
9.9887049,53.5574086,30,30
9.9885389,53.5573578,30,30
9.9887712,53.5572595,30,30
10.0159125,53.5888434,30,30
10.0153491,53.5899715,30,30
10.0155775,53.5901963,30,30
10.016167,53.5900264,30,30
10.0158084,53.589798,30,30
9.9771073,53.5562133,30,30
9.9687945,53.5851106,30,30
9.9691204,53.5850376,30,30
10.0425238,53.555706,30,30
10.0422692,53.5554452,30,30
10.0420591,53.5553729,30,30
9.9889121,53.5726609,30,30
9.9552245,53.545708,30,30
9.9551178,53.5456107,30,30
10.0436028,53.581658,30,30
10.0342697,53.5643631,30,30
10.0346651,53.5639889,30,30
9.9746247,53.5494377,30,30
9.9748181,53.5495857,30,30
9.9748046,53.5495599,30,30
9.9695916,53.550824,30,30
9.969834,53.5505498,30,30
10.0137673,53.5515969,30,30
10.0333076,53.56345,30,30
10.033866,53.5633995,30,30
10.0337797,53.5635553,30,30
10.0334464,53.5632328,30,30
10.0239634,53.5582334,30,30
10.027476,53.5560099,30,30
10.039114,53.5596048,30,30
10.0391641,53.5591266,30,30
9.9887008,53.5741083,30,30
9.9889294,53.5742742,30,30
9.98872,53.5744494,30,30
9.9885126,53.5742492,30,30
10.0317522,53.5799097,30,30
10.0318172,53.5795631,30,30
10.020252,53.5659126,30,30
10.0251279,53.5690209,30,30
10.0251197,53.5691259,30,30
10.0258977,53.5514704,30,30
10.0289325,53.5523969,30,30
10.029043,53.5522581,30,30
10.0263622,53.5519409,30,30
10.0166734,53.5552786,30,30
10.0194735,53.5825178,30,30
10.0189397,53.5830827,30,30
10.0193843,53.5829187,30,30
10.0190843,53.5833424,30,30
10.0192377,53.5834745,30,30
10.0189505,53.5838693,30,30
10.0178459,53.5866512,30,30
10.0172766,53.5864129,30,30
10.0175137,53.586655,30,30
10.0176781,53.5864004,30,30
10.0337618,53.5842848,30,30
10.0333207,53.5844585,30,30
10.0339873,53.5845235,30,30
10.0382901,53.5772313,30,30
10.0384091,53.5771146,30,30
9.9692538,53.583958,30,30
9.9696746,53.5716631,30,30
9.9701893,53.5716963,30,30
9.9700933,53.5719704,30,30
9.9694684,53.5719157,30,30
9.9845099,53.5456722,30,30
9.9947201,53.5483488,30,30
9.99452,53.5485101,30,30
9.9951094,53.5486946,30,30
9.9967491,53.5495606,30,30
9.9975428,53.5496936,30,30
9.999482,53.5497751,30,30
10.0136023,53.5610549,30,30
10.0135855,53.561321,30,30
10.0132319,53.5610631,30,30
9.9555305,53.5520179,30,30
9.9657025,53.5532528,30,30
9.9659925,53.553003,30,30
10.0413956,53.5826137,30,30
10.0414592,53.5830876,30,30
10.0257989,53.5736599,30,30
10.0255475,53.5736877,30,30
10.025601,53.5738292,30,30
10.0258505,53.5738129,30,30
9.9838909,53.5574856,30,30
9.9834998,53.5575337,30,30
9.9841078,53.5578554,30,30
10.0134615,53.5514091,30,30
10.0155026,53.5518196,30,30
9.9694736,53.5502622,30,30
9.9690622,53.5500107,30,30
9.9699138,53.5501286,30,30
10.0395238,53.5464793,30,30
10.0078406,53.5551497,30,30
9.9938059,53.5726923,30,30
9.9769564,53.5577311,30,30
9.976964,53.5574246,30,30
9.9765557,53.5573485,30,30
10.0355295,53.5751949,30,30
10.0351014,53.5751297,30,30
10.0356457,53.5751655,30,30
10.0358271,53.5748796,30,30
10.03519,53.5748463,30,30
10.0352698,53.5748011,30,30
10.0337739,53.5735582,30,30
10.0332733,53.5734662,30,30
10.0330281,53.5737765,30,30
10.0386046,53.5590553,30,30
10.0358906,53.5583266,30,30
10.0358061,53.5581346,30,30
9.9829115,53.5898618,30,30
9.9829879,53.5900252,30,30
9.9827505,53.5900542,30,30
9.9837827,53.5904378,30,30
9.9834595,53.5904653,30,30
9.9833341,53.5898378,30,30
9.9592189,53.5722552,30,30
10.0215969,53.5753037,30,30
10.0208509,53.5751176,30,30
9.9710574,53.5503521,30,30
9.9707793,53.5503066,30,30
10.0331617,53.5824509,30,30
9.9916627,53.5883533,30,30
9.9914315,53.5884748,30,30
9.9913697,53.5882947,30,30
10.038672,53.5912214,30,30
10.0385745,53.5915618,30,30
10.0206255,53.5573896,30,30
10.0244331,53.5652848,30,30
10.0247587,53.565379,30,30
10.0365397,53.5498741,30,30
10.0363876,53.5500858,30,30
10.0366027,53.5500252,30,30
10.0324619,53.5658629,30,30
10.032788,53.5655929,30,30
10.0324446,53.5656333,30,30
10.0162787,53.5552913,30,30
10.0163066,53.5555783,30,30
10.0137067,53.5525478,30,30
10.0131651,53.5541711,30,30
10.013613,53.5541778,30,30
10.0134024,53.5538496,30,30
10.0253209,53.5766497,30,30
10.0249981,53.5766907,30,30
10.0253872,53.5768401,30,30
10.0250441,53.5768715,30,30
10.0392945,53.5784423,30,30
10.0391824,53.5785751,30,30
10.033674,53.5835993,30,30
10.0334432,53.5837102,30,30
10.0169483,53.5636712,30,30
9.9680887,53.5886223,30,30
10.0065577,53.554834,30,30
9.9773891,53.587265,30,30
9.9768127,53.5877279,30,30
9.9767429,53.5873331,30,30
9.9773166,53.5876545,30,30
9.9742019,53.5864476,30,30
9.9741302,53.5866106,30,30
9.9721347,53.585278,30,30
9.9720553,53.5854393,30,30
10.026916,53.5855197,30,30
10.0273571,53.5852333,30,30
10.0273967,53.5854575,30,30
10.026674,53.5852956,30,30
10.0183054,53.5687417,30,30
10.0181655,53.5685893,30,30
10.0179831,53.5688821,30,30
10.0179055,53.5687143,30,30
10.0433286,53.5819125,30,30
10.0411821,53.5829723,30,30
10.0416987,53.5826874,30,30
9.9594631,53.5748391,30,30
9.9597703,53.5745589,30,30
10.0400837,53.5462469,30,30
10.0430215,53.5561162,30,30
10.0425714,53.5560357,30,30
10.0435945,53.5485742,30,30
10.0441016,53.5483678,30,30
10.0381888,53.5477189,30,30
10.0386756,53.5476235,30,30
10.0386344,53.5472859,30,30
10.038091,53.547379,30,30
9.9858921,53.5508963,30,30
9.9858011,53.550893,30,30
10.0048453,53.5500963,30,30
9.9641389,53.5695329,30,30
9.9610221,53.5764684,30,30
9.9611291,53.5763149,30,30
9.9959191,53.5669864,30,30
9.9789464,53.5555451,30,30
10.0423302,53.5608052,30,30
10.0421408,53.5606358,30,30
9.9757652,53.5524092,30,30
9.9654493,53.5611971,30,30
9.9656098,53.5614932,30,30
9.9657088,53.5613104,30,30
10.0326631,53.5572031,30,30
10.0327697,53.5575474,30,30
10.0323814,53.5576048,30,30
10.0323021,53.557282,30,30
10.0060063,53.5486836,30,30
9.9814404,53.5853775,30,30
9.9817438,53.5854775,30,30
9.9818132,53.5850727,30,30
10.0335314,53.5544376,30,30
10.0334829,53.5546851,30,30
10.0333123,53.5544653,30,30
10.0323299,53.5915914,30,30
10.0323772,53.5914523,30,30
9.9955726,53.5667693,30,30
9.9675689,53.5861163,30,30
9.968257,53.586077,30,30
9.9679497,53.5860661,30,30
9.968287,53.5860258,30,30
9.9673616,53.5857476,30,30
9.9688992,53.5863276,30,30
9.9686377,53.5859874,30,30
9.9685058,53.5863905,30,30
9.9687365,53.5860041,30,30
9.9946596,53.5586419,30,30
9.9943016,53.5589175,30,30
9.9937702,53.5588411,30,30
9.9934082,53.5585716,30,30
9.9934849,53.5586997,30,30
9.9937309,53.5575053,30,30
9.9937284,53.5574771,30,30
9.9939317,53.5576333,30,30
9.9940255,53.557726,30,30
9.9934223,53.5578938,30,30
9.9932714,53.5579198,30,30
9.9930718,53.5573033,30,30
9.9928126,53.5575329,30,30
9.9928527,53.5576119,30,30
10.0051674,53.5499464,30,30
9.984212,53.5481661,30,30
9.9832175,53.5482482,30,30
9.9834607,53.5485868,30,30
9.9830633,53.5484129,30,30
9.9967704,53.5485374,30,30
9.9963302,53.5495604,30,30
9.9966922,53.5492814,30,30
9.9968116,53.5477167,30,30
9.9969932,53.5473381,30,30
10.0428205,53.5554874,30,30
10.0257919,53.5527095,30,30
10.0260787,53.554444,30,30
9.9946574,53.5456117,30,30
9.9751807,53.5886469,30,30
9.9621513,53.5494514,30,30
9.9626773,53.5495862,30,30
9.9623811,53.5496693,30,30
9.9625126,53.5491163,30,30
9.9624658,53.549345,30,30
9.9649595,53.549715,30,30
9.965052,53.549816,30,30
9.9669319,53.5499085,30,30
9.967025,53.550012,30,30
9.9598323,53.5494657,30,30
9.9599735,53.5495462,30,30
10.0378605,53.560355,30,30
10.0381839,53.5603475,30,30
10.0382531,53.5605227,30,30
9.993805,53.5475002,30,30
9.9942971,53.5473884,30,30
9.9941263,53.5472662,30,30
9.9970001,53.5465788,30,30
9.9972532,53.5464713,30,30
9.9967519,53.546283,30,30
9.9970677,53.5462021,30,30
9.9915366,53.5490924,30,30
9.9918908,53.5490797,30,30
9.991551,53.5492857,30,30
9.9918846,53.5492749,30,30
10.0127494,53.5477801,30,30
10.0125769,53.5477335,30,30
10.0128623,53.5478448,30,30
10.0099582,53.5474675,30,30
10.0049277,53.5481369,30,30
10.0065863,53.5480777,30,30
10.0049019,53.547144,30,30
10.0049535,53.547352,30,30
10.0047072,53.5474788,30,30
10.0050334,53.5476161,30,30
10.0009436,53.5477894,30,30
9.9877798,53.5485827,30,30
9.9873893,53.5485275,30,30
9.9892065,53.547328,30,30
9.988389,53.5473329,30,30
9.9887752,53.5475437,30,30
9.9969266,53.5482647,30,30
9.9966005,53.5483956,30,30
9.9970808,53.5483767,30,30
9.987469,53.5536496,30,30
9.968503,53.5573055,30,30
9.9686412,53.5573878,30,30
9.9623991,53.5513534,30,30
9.9625887,53.5511913,30,30
9.9623202,53.5510483,30,30
9.9604472,53.5514217,30,30
9.9558107,53.5519791,30,30
9.956143,53.5516987,30,30
9.9558412,53.5514781,30,30
9.955438,53.5498972,30,30
9.9558054,53.549801,30,30
9.9555015,53.5495273,30,30
9.9551873,53.5496625,30,30
9.9585386,53.5496106,30,30
9.9583624,53.549547,30,30
9.9594058,53.574413,30,30
9.9591181,53.5746672,30,30
10.0402563,53.5525053,30,30
10.040612,53.5528166,30,30
10.0408404,53.552355,30,30
10.0411473,53.5526521,30,30
9.969929,53.5838783,30,30
9.9699145,53.5842085,30,30
9.9827242,53.5902355,30,30
9.9839142,53.5906255,30,30
10.013531,53.5900547,30,30
10.0193961,53.5837053,30,30
10.0196372,53.5816232,30,30
10.0202326,53.5814235,30,30
10.0197982,53.5811519,30,30
10.0194457,53.5814338,30,30
10.0267862,53.5704003,30,30
10.0269198,53.569976,30,30
10.026622,53.5697782,30,30
10.0275779,53.5698932,30,30
10.0280259,53.5692435,30,30
10.0284158,53.5692504,30,30
10.0272005,53.5688245,30,30
10.0385789,53.5595331,30,30
10.0239663,53.5641432,30,30
10.0239274,53.5640867,30,30
10.0246341,53.5637585,30,30
10.0247722,53.5639369,30,30
10.0241629,53.5643913,30,30
10.0287113,53.5712429,30,30
10.0286929,53.5710572,30,30
10.0285885,53.5709773,30,30
9.9759219,53.5582973,30,30
9.9757004,53.5584892,30,30
9.9754758,53.5565729,30,30
9.9750558,53.5562584,30,30
9.9758078,53.5564492,30,30
9.9749326,53.5564038,30,30
9.9752675,53.5566024,30,30
9.980189,53.5886817,30,30
9.980236,53.5888083,30,30
9.9757123,53.5888625,30,30
9.9752925,53.5888017,30,30
9.9756713,53.5886586,30,30
10.0172267,53.5778226,30,30
10.0173131,53.5778086,30,30
10.0208265,53.5499114,30,30
10.0213096,53.5498275,30,30
10.0210394,53.5501455,30,30
10.020894,53.5503202,30,30
10.0210161,53.5505195,30,30
10.006833,53.5503097,30,30
10.0060993,53.5503624,30,30
9.989187,53.5551711,30,30
10.0266181,53.5513181,30,30
10.0262304,53.5521075,30,30
10.0253171,53.5519058,30,30
10.0256021,53.5519796,30,30
10.0257044,53.5529595,30,30
10.0247637,53.5536317,30,30
10.019733,53.5816361,30,30
