Longitude,Latidute,LengthPhaseRed,LengthPhaseGreen
10.0164199,53.5619805,300,300
10.0167709,53.5622551,300,300
10.0167721,53.5619898,300,300
10.0133618,53.5590656,300,300
10.0431191,53.568357,300,300
10.0402748,53.5668427,300,300
10.0404645,53.5666714,300,300
10.0407717,53.5667634,300,300
10.0406443,53.5666415,300,300
9.979018,53.5556087,300,300
9.9735091,53.550017,300,300
9.973863,53.5497665,300,300
9.9610874,53.5737611,300,300
9.9614429,53.5740725,300,300
9.9610165,53.5740248,300,300
9.9641728,53.5731979,300,300
9.9643225,53.5731612,300,300
10.0041145,53.5886143,300,300
10.0044799,53.5885845,300,300
10.0043594,53.5881935,300,300
10.0040665,53.5882382,300,300
10.0113808,53.5754863,300,300
10.0111494,53.5758296,300,300
10.0109993,53.5756082,300,300
10.0114944,53.5756496,300,300
10.009246,53.578201,300,300
10.0096534,53.5783711,300,300
10.0095658,53.5781214,300,300
10.0075715,53.580756,300,300
10.0077161,53.5809763,300,300
10.0071707,53.5808339,300,300
10.007327,53.5810786,300,300
10.0062795,53.5824692,300,300
10.0062278,53.5825379,300,300
10.0029659,53.5873286,300,300
10.002542,53.5874097,300,300
10.0024823,53.5869327,300,300
10.0142223,53.5713362,300,300
10.0140013,53.5713804,300,300
10.0140355,53.5716145,300,300
10.0119667,53.5743684,300,300
10.0123798,53.5743997,300,300
10.0122451,53.5742203,300,300
10.0119971,53.5745822,300,300
9.9650355,53.5511567,300,300
9.9651544,53.5510519,300,300
10.0095566,53.5814495,300,300
10.0094424,53.5812505,300,300
10.0092136,53.5815062,300,300
10.009127,53.5813383,300,300
9.9886657,53.5573158,300,300
10.0325377,53.5798544,300,300
10.0320824,53.5800779,300,300
10.0323296,53.5794489,300,300
9.9958506,53.5665887,300,300
9.9962624,53.5668015,300,300
9.9951602,53.5703275,300,300
9.9953801,53.5704527,300,300
9.9950957,53.5707147,300,300
9.994897,53.5705629,300,300
9.9689054,53.5513341,300,300
9.9701495,53.5510552,300,300
10.0065708,53.5913641,300,300
10.0063988,53.5915746,300,300
10.0070166,53.5915338,300,300
9.9563071,53.5682473,300,300
9.9560002,53.5681248,300,300
9.9560448,53.5682757,300,300
9.9869629,53.5477285,300,300
9.9865776,53.5479573,300,300
9.9864464,53.5474812,300,300
9.9860657,53.5476965,300,300
10.0129451,53.5798222,300,300
10.0127944,53.5795469,300,300
10.0120575,53.5809256,300,300
10.0121687,53.5811247,300,300
10.0118139,53.5812078,300,300
10.0113315,53.5817481,300,300
10.0110301,53.5820815,300,300
10.0113896,53.5819579,300,300
10.0108703,53.5818066,300,300
9.9893972,53.5640232,300,300
9.9897056,53.5638345,300,300
9.989229,53.5637356,300,300
9.989507,53.5636359,300,300
9.9888246,53.5661544,300,300
9.9884593,53.5663082,300,300
9.9890046,53.5663428,300,300
9.9887415,53.5664619,300,300
9.9883983,53.5681062,300,300
9.9883838,53.5677749,300,300
9.9881836,53.5679264,300,300
9.9886305,53.5679705,300,300
9.9885554,53.5711907,300,300
9.9885383,53.570863,300,300
9.9857449,53.5725922,300,300
9.9860042,53.5723895,300,300
9.9861408,53.5728475,300,300
9.9864919,53.5726136,300,300
9.9889177,53.577455,300,300
9.9884987,53.5776428,300,300
9.9892786,53.5776501,300,300
9.9889389,53.5778392,300,300
9.9888998,53.5785936,300,300
9.9885698,53.5787785,300,300
9.989194,53.5788048,300,300
9.9888631,53.579004,300,300
10.0103602,53.5522746,300,300
9.9558936,53.5498766,300,300
9.9763736,53.5624112,300,300
10.0422715,53.5851734,300,300
10.0405592,53.5700892,300,300
10.0406646,53.5702941,300,300
10.0378278,53.5696485,300,300
10.0381737,53.5695807,300,300
10.0380859,53.5693607,300,300
9.9677698,53.5724927,300,300
9.9673341,53.5724449,300,300
9.9679652,53.5722923,300,300
9.9674963,53.5722357,300,300
9.9635006,53.5582264,300,300
10.0282036,53.5477057,300,300
10.0283894,53.5479408,300,300
10.0288548,53.5476953,300,300
10.02896,53.5479117,300,300
9.974998,53.5829825,300,300
9.9756057,53.5829785,300,300
9.9756364,53.5831999,300,300
9.9751279,53.5831914,300,300
9.9796829,53.5813648,300,300
9.9792566,53.5812163,300,300
9.9791184,53.5814252,300,300
9.979595,53.5815761,300,300
9.9801846,53.583062,300,300
9.980087,53.5827608,300,300
9.9799124,53.5830091,300,300
10.041859,53.5845389,300,300
10.0420221,53.5848142,300,300
10.0416513,53.584703,300,300
10.0419126,53.5881965,300,300
10.0418612,53.588314,300,300
10.038894,53.5913839,300,300
10.0384272,53.5913623,300,300
9.9702697,53.550724,300,300
9.973133,53.5496655,300,300
9.9819923,53.5643389,300,300
9.9790684,53.5658313,300,300
9.9793441,53.5660783,300,300
9.9738127,53.5690815,300,300
9.9742856,53.5690519,300,300
9.9738404,53.5693625,300,300
9.9743419,53.5693333,300,300
9.9658192,53.5652073,300,300
9.9594644,53.5646734,300,300
9.9603156,53.5635632,300,300
9.959889,53.5639254,300,300
9.9603878,53.5638655,300,300
9.9598604,53.563613,300,300
9.9574794,53.5625208,300,300
9.957857,53.5627132,300,300
9.9574532,53.5627766,300,300
9.9578532,53.5625317,300,300
9.966316,53.5658026,300,300
9.9661947,53.5656678,300,300
9.9653892,53.5652522,300,300
10.0181716,53.5562791,300,300
10.0167031,53.5555813,300,300
10.020257,53.5570835,300,300
10.018158,53.5561555,300,300
10.0206977,53.557055,300,300
10.0201445,53.5573387,300,300
10.0229044,53.5582408,300,300
10.0237061,53.5586129,300,300
10.0227001,53.5585314,300,300
10.0262046,53.5590522,300,300
10.0256122,53.5587459,300,300
10.0260163,53.5586775,300,300
10.0257762,53.559057,300,300
9.9796914,53.5558856,300,300
9.9799002,53.5554775,300,300
9.9792415,53.5553499,300,300
10.0157166,53.5717426,300,300
10.0158809,53.5719609,300,300
10.0162638,53.5718195,300,300
10.0161251,53.5716075,300,300
10.0149524,53.5744224,300,300
10.0151327,53.5746265,300,300
10.0148866,53.5747331,300,300
10.0147458,53.5745934,300,300
9.9646124,53.5677402,300,300
9.9645445,53.5678573,300,300
10.0054456,53.551749,300,300
10.0301345,53.560799,300,300
10.0319873,53.5614393,300,300
10.0323385,53.5619694,300,300
10.0315754,53.5613744,300,300
10.031569,53.5615043,300,300
10.0324798,53.5623202,300,300
10.0305352,53.5609871,300,300
10.0304974,53.5608446,300,300
10.0300882,53.5606543,300,300
10.0329164,53.5739656,300,300
10.0324666,53.5745382,300,300
10.0320554,53.5742633,300,300
10.045007,53.5654331,300,300
9.9622218,53.5779666,300,300
9.9618324,53.5779734,300,300
9.9620303,53.5777648,300,300
10.0344986,53.5525809,300,300
10.0348298,53.5521537,300,300
10.0342663,53.5523024,300,300
10.0350402,53.5524448,300,300
9.9741342,53.5494927,300,300
10.0430675,53.5559587,300,300
10.0449657,53.5670631,300,300
10.0445608,53.5672237,300,300
10.0314667,53.5666959,300,300
10.031176,53.5669405,300,300
10.0315445,53.5668761,300,300
10.0310166,53.5668319,300,300
9.9712782,53.570925,300,300
10.0233763,53.5760325,300,300
10.0232739,53.5758427,300,300
10.0229839,53.5758729,300,300
10.0229866,53.5760757,300,300
10.0236443,53.5731595,300,300
10.024121,53.5730917,300,300
10.0240145,53.5728496,300,300
10.0235615,53.5729127,300,300
9.9562133,53.5680163,300,300
9.9573705,53.5672178,300,300
9.9569155,53.5671482,300,300
9.9569868,53.5672737,300,300
9.957344,53.5670207,300,300
9.9596386,53.5648617,300,300
9.9593129,53.5649325,300,300
10.0136416,53.5898514,300,300
10.0140424,53.5896836,300,300
10.0138508,53.5896702,300,300
9.9562157,53.5827513,300,300
9.9564073,53.5825664,300,300
9.9561691,53.58152,300,300
9.9563663,53.5812776,300,300
9.9559667,53.5813145,300,300
9.9573602,53.5803535,300,300
9.9573568,53.5807233,300,300
9.9648264,53.5788069,300,300
9.9654513,53.5790844,300,300
9.9649107,53.5789842,300,300
9.9654479,53.5788492,300,300
9.9638828,53.579231,300,300
9.9631439,53.5793041,300,300
9.9635958,53.5794836,300,300
9.9634441,53.5790505,300,300
9.9870891,53.5488983,300,300
9.9875091,53.5489437,300,300
9.9857867,53.5517389,300,300
9.985907,53.5519268,300,300
9.9856428,53.5521594,300,300
9.9855704,53.5521738,300,300
9.9853499,53.5521925,300,300
9.9629634,53.5464572,300,300
9.9660854,53.5463301,300,300
9.9654647,53.5464975,300,300
9.9632019,53.5470058,300,300
9.9627013,53.5469729,300,300
9.9629009,53.5471889,300,300
9.962652,53.5483933,300,300
9.9625821,53.5487036,300,300
9.9628274,53.5485981,300,300
9.9911724,53.5541696,300,300
10.0032131,53.5573448,300,300
10.0214997,53.575068,300,300
10.0209685,53.5753498,300,300
9.9555502,53.5753125,300,300
9.9553729,53.5755548,300,300
9.9551287,53.5752079,300,300
9.954978,53.5754308,300,300
9.9577398,53.57237,300,300
9.9579202,53.5726024,300,300
9.9822429,53.5641487,300,300
9.9805269,53.5551444,300,300
9.9805139,53.5553472,300,300
10.0099975,53.5520533,300,300
10.0100152,53.552479,300,300
10.0103241,53.5523562,300,300
9.9663273,53.5694019,300,300
9.9665597,53.5691891,300,300
9.9638789,53.5697534,300,300
9.9814545,53.5851054,300,300
9.969756,53.5809969,300,300
9.9722504,53.5820705,300,300
9.9722446,53.58185,300,300
9.9721042,53.5818165,300,300
9.9717739,53.5820905,300,300
9.9716496,53.5820551,300,300
9.9715919,53.5818237,300,300
9.9820509,53.5854344,300,300
9.9809961,53.584736,300,300
9.9808844,53.5848404,300,300
9.9833564,53.5839789,300,300
9.9829274,53.5839479,300,300
9.9832993,53.5841727,300,300
9.9829245,53.5841641,300,300
10.0034726,53.5807098,300,300
10.0029802,53.5807887,300,300
10.0346818,53.5643776,300,300
10.0342926,53.563935,300,300
9.9578595,53.5515319,300,300
9.9861303,53.578557,300,300
9.9861296,53.5789801,300,300
9.9863858,53.5787912,300,300
9.9858422,53.5787872,300,300
9.9861298,53.5774106,300,300
9.9861297,53.5779131,300,300
9.9857599,53.5776348,300,300
9.986448,53.5776369,300,300
9.986133,53.5754784,300,300
9.9863967,53.5742548,300,300
9.9861391,53.5744485,300,300
9.9858983,53.5742548,300,300
9.9861405,53.5740523,300,300
9.9818091,53.5723424,300,300
9.981855,53.5726589,300,300
9.9821067,53.5724933,300,300
9.981588,53.5724773,300,300
10.032342,53.5743764,300,300
10.0316875,53.5665046,300,300
10.0320137,53.5662341,300,300
10.0320383,53.5664859,300,300
10.0032759,53.5806111,300,300
10.003204,53.580898,300,300
9.9618799,53.5591529,300,300
9.9618821,53.5591861,300,300
9.9615203,53.559284,300,300
10.001424,53.5499934,300,300
9.9995784,53.5500091,300,300
9.9988824,53.5498906,300,300
10.0018826,53.550101,300,300
10.0362812,53.5499399,300,300
9.9945882,53.5517036,300,300
9.9943895,53.5515207,300,300
10.0062938,53.5500944,300,300
9.9695346,53.5461898,300,300
9.9694132,53.5462046,300,300
10.0172592,53.5637023,300,300
9.9894443,53.5615522,300,300
9.9619669,53.561901,300,300
9.9622419,53.5616622,300,300
10.0442445,53.5913892,300,300
10.0436678,53.5913888,300,300
10.0446803,53.5914792,300,300
10.0441231,53.5914784,300,300
9.9557805,53.5497207,300,300
10.0432047,53.5559937,300,300
10.0348181,53.5750727,300,300
10.025576,53.5671799,300,300
10.0250936,53.5669479,300,300
10.0251844,53.5666856,300,300
10.0282443,53.5715495,300,300
10.0189984,53.5650897,300,300
10.0135245,53.5522313,300,300
10.008109,53.5548734,300,300
10.0263944,53.5545619,300,300
10.0272977,53.5563949,300,300
10.0274367,53.5562893,300,300
10.0264437,53.5568853,300,300
10.0260735,53.5571135,300,300
10.0257561,53.5569478,300,300
10.039106,53.5590982,300,300
10.0391594,53.5595427,300,300
10.0386623,53.5595747,300,300
10.0385737,53.5590974,300,300
10.0394811,53.5577589,300,300
10.0395181,53.5576681,300,300
9.9648309,53.5808267,300,300
9.9649152,53.5808869,300,300
10.0104543,53.5509084,300,300
10.0090301,53.5507146,300,300
10.0105619,53.5509865,300,300
10.0089295,53.5506027,300,300
