Longitude,Latidute,LengthPhaseRed,LengthPhaseGreen
9.9903285,53.5607973,300,300
9.9819239,53.5596417,300,300
9.9760464,53.5622864,300,300
10.0058096,53.5486961,300,300
10.0411689,53.5869665,300,300
10.027322,53.5703986,300,300
10.0335337,53.5870201,300,300
10.0329579,53.5871723,300,300
10.0332153,53.5873888,300,300
10.0334648,53.5876136,300,300
10.0328699,53.5878787,300,300
10.0336604,53.5880102,300,300
10.0331217,53.5882583,300,300
10.0329607,53.5906238,300,300
10.0326814,53.5910065,300,300
9.9687095,53.5510433,300,300
9.9580892,53.5516422,300,300
10.0097637,53.5521593,300,300
9.9697957,53.5459823,300,300
9.9690273,53.5460605,300,300
9.9654097,53.5463928,300,300
10.0416053,53.5871803,300,300
10.0414323,53.5872871,300,300
9.9905394,53.5603278,300,300
9.9887277,53.5620025,300,300
9.9887969,53.5620484,300,300
9.9884814,53.562044,300,300
9.988544,53.5620963,300,300
9.9848967,53.5639521,300,300
9.9839274,53.5640725,300,300
9.98448,53.5641864,300,300
9.9842631,53.5642144,300,300
9.9841127,53.5646085,300,300
9.983756,53.5646349,300,300
9.9786749,53.5719351,300,300
9.9788248,53.5724163,300,300
9.9782489,53.5723783,300,300
9.9678114,53.5886478,300,300
10.0421515,53.5846575,300,300
9.9780262,53.5491296,300,300
9.9774676,53.5492961,300,300
9.978212,53.5494028,300,300
9.9777672,53.5495849,300,300
10.0161811,53.5457192,300,300
10.0180319,53.5489252,300,300
10.0177973,53.5492348,300,300
10.0176674,53.549406,300,300
10.0177979,53.5496125,300,300
10.0174419,53.5497036,300,300
10.0158473,53.5457022,300,300
9.9888165,53.5710426,300,300
10.0422909,53.588878,300,300
10.0420855,53.5890862,300,300
10.04254,53.589191,300,300
10.0026123,53.5567493,300,300
10.0022501,53.5573496,300,300
10.0039074,53.5574396,300,300
10.0020214,53.5571442,300,300
10.0039096,53.5571535,300,300
10.0032712,53.5540956,300,300
10.0007223,53.5553785,300,300
10.0004139,53.5560951,300,300
10.0005249,53.5554854,300,300
9.9589206,53.5719079,300,300
9.9898694,53.5616827,300,300
10.0229932,53.5582001,300,300
9.9979288,53.5498748,300,300
9.9637406,53.569167,300,300
9.9632482,53.5692296,300,300
9.9548312,53.5693771,300,300
9.9629183,53.5694357,300,300
9.9635743,53.5695231,300,300
9.9629979,53.5696363,300,300
9.9547046,53.5697324,300,300
9.9574463,53.5698328,300,300
9.9578857,53.5700146,300,300
9.9572761,53.5700329,300,300
9.9559351,53.5701685,300,300
9.9577367,53.5702408,300,300
9.9565834,53.5703313,300,300
9.9556735,53.5704148,300,300
9.9562653,53.5705933,300,300
10.0123955,53.5479611,300,300
10.0422593,53.5854712,300,300
10.0194408,53.5528293,300,300
10.0242273,53.5537611,300,300
9.9965548,53.5474271,300,300
10.0002913,53.5475715,300,300
9.9972409,53.5475945,300,300
9.9810956,53.566892,300,300
9.9811868,53.5669622,300,300
9.9819636,53.5641472,300,300
9.9839916,53.5645878,300,300
9.9839292,53.5646386,300,300
9.9807319,53.56689,300,300
9.980703,53.5672296,300,300
9.9792136,53.5697416,300,300
9.9789904,53.5697785,300,300
9.9781152,53.5710791,300,300
9.9785107,53.5712747,300,300
9.9783756,53.5712794,300,300
9.9777657,53.5712905,300,300
9.9775551,53.5715896,300,300
9.9785464,53.5717971,300,300
9.9763623,53.5782233,300,300
9.9756775,53.5787017,300,300
9.9758504,53.5787554,300,300
9.9751187,53.5787748,300,300
9.9751436,53.5790476,300,300
9.9773037,53.5745038,300,300
9.9733025,53.5807626,300,300
9.9731692,53.5807838,300,300
9.9733815,53.5807958,300,300
9.9732447,53.5808135,300,300
9.9788698,53.5723069,300,300
9.9784087,53.5724222,300,300
9.9774482,53.5744026,300,300
9.9775087,53.574406,300,300
9.9777653,53.5773557,300,300
9.9778019,53.5775809,300,300
9.9773873,53.5776125,300,300
9.9765644,53.5781057,300,300
9.9766617,53.5781513,300,300
9.9762794,53.5781618,300,300
10.020035,53.5657633,300,300
10.0048857,53.5477967,300,300
10.006027,53.5515596,300,300
10.0054217,53.5527993,300,300
10.0034613,53.553825,300,300
10.004159,53.553867,300,300
10.0041373,53.5541918,300,300
10.0327045,53.5742975,300,300
9.9668043,53.5825186,300,300
9.9755594,53.5609233,300,300
9.9754053,53.5610506,300,300
9.9756143,53.5611468,300,300
9.975468,53.5602968,300,300
9.9752574,53.5604168,300,300
9.9754885,53.5605202,300,300
9.9914249,53.5893585,300,300
9.9889618,53.5471379,300,300
9.9818542,53.5543411,300,300
9.9874683,53.5489876,300,300
10.0063237,53.5518825,300,300
10.0062272,53.5518063,300,300
10.0090718,53.5522645,300,300
9.9948109,53.5521022,300,300
9.9972355,53.5525121,300,300
9.9974274,53.5523904,300,300
9.9974646,53.552528,300,300
9.9972125,53.5523749,300,300
10.0336008,53.5846733,300,300
10.0403036,53.5703765,300,300
9.9555488,53.5703532,300,300
10.0197512,53.5657842,300,300
9.9564063,53.582927,300,300
9.9772342,53.5640876,300,300
9.9773872,53.5645048,300,300
9.9769795,53.564312,300,300
9.9900793,53.5612211,300,300
9.9905326,53.5608488,300,300
9.9909759,53.5603987,300,300
9.9902124,53.561316,300,300
9.9710717,53.5677979,300,300
9.9709336,53.5677064,300,300
9.9706274,53.5678873,300,300
9.9711797,53.5678561,300,300
9.9704254,53.5676789,300,300
9.9706127,53.5674026,300,300
9.9696947,53.5676553,300,300
9.9708514,53.5677136,300,300
10.0192157,53.5530488,300,300
10.0155643,53.5524983,300,300
10.0158156,53.5525971,300,300
10.0159062,53.5526561,300,300
9.9630908,53.5465132,300,300
9.9559794,53.5681599,300,300
9.9574741,53.5725596,300,300
9.9891599,53.5584949,300,300
9.993778,53.562557,300,300
9.9933851,53.5622962,300,300
9.9910234,53.5607902,300,300
9.9948769,53.5648923,300,300
9.9942635,53.5648337,300,300
9.9944472,53.5645176,300,300
9.9889433,53.5579476,300,300
9.9890879,53.557928,300,300
9.9895664,53.5582924,300,300
10.0207205,53.5662081,300,300
9.9598767,53.5600969,300,300
9.9597741,53.5603139,300,300
9.9595331,53.5602156,300,300
9.9615334,53.5593409,300,300
9.9615067,53.5590712,300,300
9.9643254,53.5568463,300,300
9.9639493,53.5572225,300,300
9.9642367,53.5594128,300,300
9.964263,53.5592724,300,300
9.9641528,53.558054,300,300
9.9547131,53.5611179,300,300
9.9554866,53.5611712,300,300
9.9906161,53.554417,300,300
9.9909448,53.5544334,300,300
9.996418,53.5528309,300,300
10.0006328,53.5554245,300,300
10.0000736,53.5548752,300,300
9.9997941,53.5548901,300,300
9.9998339,53.5550893,300,300
9.9967386,53.5528457,300,300
10.0006478,53.5563743,300,300
10.0003326,53.5557861,300,300
10.000659,53.5559771,300,300
10.0008097,53.5559015,300,300
9.9894194,53.5550908,300,300
9.9881401,53.5554687,300,300
9.987967,53.5555282,300,300
9.9877538,53.5559042,300,300
10.0007102,53.5563551,300,300
10.0090195,53.552229,300,300
10.0087206,53.5523425,300,300
10.008547,53.5523,300,300
10.0129676,53.5523695,300,300
10.0271389,53.5775022,300,300
10.0273924,53.5774137,300,300
10.0274302,53.5777837,300,300
10.0278379,53.5777163,300,300
9.9915388,53.5889689,300,300
9.9916535,53.5888985,300,300
9.9886516,53.5581668,300,300
9.9887049,53.5574086,300,300
9.9885389,53.5573578,300,300
9.9887712,53.5572595,300,300
10.0159125,53.5888434,300,300
10.0153491,53.5899715,300,300
10.0155775,53.5901963,300,300
10.016167,53.5900264,300,300
10.0158084,53.589798,300,300
9.9771073,53.5562133,300,300
9.9687945,53.5851106,300,300
9.9691204,53.5850376,300,300
10.0425238,53.555706,300,300
10.0422692,53.5554452,300,300
10.0420591,53.5553729,300,300
9.9889121,53.5726609,300,300
9.9552245,53.545708,300,300
9.9551178,53.5456107,300,300
10.0436028,53.581658,300,300
10.0342697,53.5643631,300,300
10.0346651,53.5639889,300,300
9.9746247,53.5494377,300,300
9.9748181,53.5495857,300,300
9.9748046,53.5495599,300,300
9.9695916,53.550824,300,300
9.969834,53.5505498,300,300
10.0137673,53.5515969,300,300
10.0333076,53.56345,300,300
10.033866,53.5633995,300,300
10.0337797,53.5635553,300,300
10.0334464,53.5632328,300,300
10.0239634,53.5582334,300,300
10.027476,53.5560099,300,300
10.039114,53.5596048,300,300
10.0391641,53.5591266,300,300
9.9887008,53.5741083,300,300
9.9889294,53.5742742,300,300
9.98872,53.5744494,300,300
9.9885126,53.5742492,300,300
10.0317522,53.5799097,300,300
10.0318172,53.5795631,300,300
10.020252,53.5659126,300,300
10.0251279,53.5690209,300,300
10.0251197,53.5691259,300,300
10.0258977,53.5514704,300,300
10.0289325,53.5523969,300,300
10.029043,53.5522581,300,300
10.0263622,53.5519409,300,300
10.0166734,53.5552786,300,300
10.0194735,53.5825178,300,300
10.0189397,53.5830827,300,300
10.0193843,53.5829187,300,300
10.0190843,53.5833424,300,300
10.0192377,53.5834745,300,300
10.0189505,53.5838693,300,300
10.0178459,53.5866512,300,300
10.0172766,53.5864129,300,300
10.0175137,53.586655,300,300
10.0176781,53.5864004,300,300
10.0337618,53.5842848,300,300
10.0333207,53.5844585,300,300
10.0339873,53.5845235,300,300
10.0382901,53.5772313,300,300
10.0384091,53.5771146,300,300
9.9692538,53.583958,300,300
9.9696746,53.5716631,300,300
9.9701893,53.5716963,300,300
9.9700933,53.5719704,300,300
9.9694684,53.5719157,300,300
9.9845099,53.5456722,300,300
9.9947201,53.5483488,300,300
9.99452,53.5485101,300,300
9.9951094,53.5486946,300,300
9.9967491,53.5495606,300,300
9.9975428,53.5496936,300,300
9.999482,53.5497751,300,300
10.0136023,53.5610549,300,300
10.0135855,53.561321,300,300
10.0132319,53.5610631,300,300
9.9555305,53.5520179,300,300
9.9657025,53.5532528,300,300
9.9659925,53.553003,300,300
10.0413956,53.5826137,300,300
10.0414592,53.5830876,300,300
10.0257989,53.5736599,300,300
10.0255475,53.5736877,300,300
10.025601,53.5738292,300,300
10.0258505,53.5738129,300,300
9.9838909,53.5574856,300,300
9.9834998,53.5575337,300,300
9.9841078,53.5578554,300,300
10.0134615,53.5514091,300,300
10.0155026,53.5518196,300,300
9.9694736,53.5502622,300,300
9.9690622,53.5500107,300,300
9.9699138,53.5501286,300,300
10.0395238,53.5464793,300,300
10.0078406,53.5551497,300,300
9.9938059,53.5726923,300,300
9.9769564,53.5577311,300,300
9.976964,53.5574246,300,300
9.9765557,53.5573485,300,300
10.0355295,53.5751949,300,300
10.0351014,53.5751297,300,300
10.0356457,53.5751655,300,300
10.0358271,53.5748796,300,300
10.03519,53.5748463,300,300
10.0352698,53.5748011,300,300
10.0337739,53.5735582,300,300
10.0332733,53.5734662,300,300
10.0330281,53.5737765,300,300
10.0386046,53.5590553,300,300
10.0358906,53.5583266,300,300
10.0358061,53.5581346,300,300
9.9829115,53.5898618,300,300
9.9829879,53.5900252,300,300
9.9827505,53.5900542,300,300
9.9837827,53.5904378,300,300
9.9834595,53.5904653,300,300
9.9833341,53.5898378,300,300
9.9592189,53.5722552,300,300
10.0215969,53.5753037,300,300
10.0208509,53.5751176,300,300
9.9710574,53.5503521,300,300
9.9707793,53.5503066,300,300
10.0331617,53.5824509,300,300
9.9916627,53.5883533,300,300
9.9914315,53.5884748,300,300
9.9913697,53.5882947,300,300
10.038672,53.5912214,300,300
10.0385745,53.5915618,300,300
10.0206255,53.5573896,300,300
10.0244331,53.5652848,300,300
10.0247587,53.565379,300,300
10.0365397,53.5498741,300,300
10.0363876,53.5500858,300,300
10.0366027,53.5500252,300,300
10.0324619,53.5658629,300,300
10.032788,53.5655929,300,300
10.0324446,53.5656333,300,300
10.0162787,53.5552913,300,300
10.0163066,53.5555783,300,300
10.0137067,53.5525478,300,300
10.0131651,53.5541711,300,300
10.013613,53.5541778,300,300
10.0134024,53.5538496,300,300
10.0253209,53.5766497,300,300
10.0249981,53.5766907,300,300
10.0253872,53.5768401,300,300
10.0250441,53.5768715,300,300
10.0392945,53.5784423,300,300
10.0391824,53.5785751,300,300
10.033674,53.5835993,300,300
10.0334432,53.5837102,300,300
10.0169483,53.5636712,300,300
9.9680887,53.5886223,300,300
10.0065577,53.554834,300,300
9.9773891,53.587265,300,300
9.9768127,53.5877279,300,300
9.9767429,53.5873331,300,300
9.9773166,53.5876545,300,300
9.9742019,53.5864476,300,300
9.9741302,53.5866106,300,300
9.9721347,53.585278,300,300
9.9720553,53.5854393,300,300
10.026916,53.5855197,300,300
10.0273571,53.5852333,300,300
10.0273967,53.5854575,300,300
10.026674,53.5852956,300,300
10.0183054,53.5687417,300,300
10.0181655,53.5685893,300,300
10.0179831,53.5688821,300,300
10.0179055,53.5687143,300,300
10.0433286,53.5819125,300,300
10.0411821,53.5829723,300,300
10.0416987,53.5826874,300,300
9.9594631,53.5748391,300,300
9.9597703,53.5745589,300,300
10.0400837,53.5462469,300,300
10.0430215,53.5561162,300,300
10.0425714,53.5560357,300,300
10.0435945,53.5485742,300,300
10.0441016,53.5483678,300,300
10.0381888,53.5477189,300,300
10.0386756,53.5476235,300,300
10.0386344,53.5472859,300,300
10.038091,53.547379,300,300
9.9858921,53.5508963,300,300
9.9858011,53.550893,300,300
10.0048453,53.5500963,300,300
9.9641389,53.5695329,300,300
9.9610221,53.5764684,300,300
9.9611291,53.5763149,300,300
9.9959191,53.5669864,300,300
9.9789464,53.5555451,300,300
10.0423302,53.5608052,300,300
10.0421408,53.5606358,300,300
9.9757652,53.5524092,300,300
9.9654493,53.5611971,300,300
9.9656098,53.5614932,300,300
9.9657088,53.5613104,300,300
10.0326631,53.5572031,300,300
10.0327697,53.5575474,300,300
10.0323814,53.5576048,300,300
10.0323021,53.557282,300,300
10.0060063,53.5486836,300,300
9.9814404,53.5853775,300,300
9.9817438,53.5854775,300,300
9.9818132,53.5850727,300,300
10.0335314,53.5544376,300,300
10.0334829,53.5546851,300,300
10.0333123,53.5544653,300,300
10.0323299,53.5915914,300,300
10.0323772,53.5914523,300,300
9.9955726,53.5667693,300,300
9.9675689,53.5861163,300,300
9.968257,53.586077,300,300
9.9679497,53.5860661,300,300
9.968287,53.5860258,300,300
9.9673616,53.5857476,300,300
9.9688992,53.5863276,300,300
9.9686377,53.5859874,300,300
9.9685058,53.5863905,300,300
9.9687365,53.5860041,300,300
9.9946596,53.5586419,300,300
9.9943016,53.5589175,300,300
9.9937702,53.5588411,300,300
9.9934082,53.5585716,300,300
9.9934849,53.5586997,300,300
9.9937309,53.5575053,300,300
9.9937284,53.5574771,300,300
9.9939317,53.5576333,300,300
9.9940255,53.557726,300,300
9.9934223,53.5578938,300,300
9.9932714,53.5579198,300,300
9.9930718,53.5573033,300,300
9.9928126,53.5575329,300,300
9.9928527,53.5576119,300,300
10.0051674,53.5499464,300,300
9.984212,53.5481661,300,300
9.9832175,53.5482482,300,300
9.9834607,53.5485868,300,300
9.9830633,53.5484129,300,300
9.9967704,53.5485374,300,300
9.9963302,53.5495604,300,300
9.9966922,53.5492814,300,300
9.9968116,53.5477167,300,300
9.9969932,53.5473381,300,300
10.0428205,53.5554874,300,300
10.0257919,53.5527095,300,300
10.0260787,53.554444,300,300
9.9946574,53.5456117,300,300
9.9751807,53.5886469,300,300
9.9621513,53.5494514,300,300
9.9626773,53.5495862,300,300
9.9623811,53.5496693,300,300
9.9625126,53.5491163,300,300
9.9624658,53.549345,300,300
9.9649595,53.549715,300,300
9.965052,53.549816,300,300
9.9669319,53.5499085,300,300
9.967025,53.550012,300,300
9.9598323,53.5494657,300,300
9.9599735,53.5495462,300,300
10.0378605,53.560355,300,300
10.0381839,53.5603475,300,300
10.0382531,53.5605227,300,300
9.993805,53.5475002,300,300
9.9942971,53.5473884,300,300
9.9941263,53.5472662,300,300
9.9970001,53.5465788,300,300
9.9972532,53.5464713,300,300
9.9967519,53.546283,300,300
9.9970677,53.5462021,300,300
9.9915366,53.5490924,300,300
9.9918908,53.5490797,300,300
9.991551,53.5492857,300,300
9.9918846,53.5492749,300,300
10.0127494,53.5477801,300,300
10.0125769,53.5477335,300,300
10.0128623,53.5478448,300,300
10.0099582,53.5474675,300,300
10.0049277,53.5481369,300,300
10.0065863,53.5480777,300,300
10.0049019,53.547144,300,300
10.0049535,53.547352,300,300
10.0047072,53.5474788,300,300
10.0050334,53.5476161,300,300
10.0009436,53.5477894,300,300
9.9877798,53.5485827,300,300
9.9873893,53.5485275,300,300
9.9892065,53.547328,300,300
9.988389,53.5473329,300,300
9.9887752,53.5475437,300,300
9.9969266,53.5482647,300,300
9.9966005,53.5483956,300,300
9.9970808,53.5483767,300,300
9.987469,53.5536496,300,300
9.968503,53.5573055,300,300
9.9686412,53.5573878,300,300
9.9623991,53.5513534,300,300
9.9625887,53.5511913,300,300
9.9623202,53.5510483,300,300
9.9604472,53.5514217,300,300
9.9558107,53.5519791,300,300
9.956143,53.5516987,300,300
9.9558412,53.5514781,300,300
9.955438,53.5498972,300,300
9.9558054,53.549801,300,300
9.9555015,53.5495273,300,300
9.9551873,53.5496625,300,300
9.9585386,53.5496106,300,300
9.9583624,53.549547,300,300
9.9594058,53.574413,300,300
9.9591181,53.5746672,300,300
10.0402563,53.5525053,300,300
10.040612,53.5528166,300,300
10.0408404,53.552355,300,300
10.0411473,53.5526521,300,300
9.969929,53.5838783,300,300
9.9699145,53.5842085,300,300
9.9827242,53.5902355,300,300
9.9839142,53.5906255,300,300
10.013531,53.5900547,300,300
10.0193961,53.5837053,300,300
10.0196372,53.5816232,300,300
10.0202326,53.5814235,300,300
10.0197982,53.5811519,300,300
10.0194457,53.5814338,300,300
10.0267862,53.5704003,300,300
10.0269198,53.569976,300,300
10.026622,53.5697782,300,300
10.0275779,53.5698932,300,300
10.0280259,53.5692435,300,300
10.0284158,53.5692504,300,300
10.0272005,53.5688245,300,300
10.0385789,53.5595331,300,300
10.0239663,53.5641432,300,300
10.0239274,53.5640867,300,300
10.0246341,53.5637585,300,300
10.0247722,53.5639369,300,300
10.0241629,53.5643913,300,300
10.0287113,53.5712429,300,300
10.0286929,53.5710572,300,300
10.0285885,53.5709773,300,300
9.9759219,53.5582973,300,300
9.9757004,53.5584892,300,300
9.9754758,53.5565729,300,300
9.9750558,53.5562584,300,300
9.9758078,53.5564492,300,300
9.9749326,53.5564038,300,300
9.9752675,53.5566024,300,300
9.980189,53.5886817,300,300
9.980236,53.5888083,300,300
9.9757123,53.5888625,300,300
9.9752925,53.5888017,300,300
9.9756713,53.5886586,300,300
10.0172267,53.5778226,300,300
10.0173131,53.5778086,300,300
10.0208265,53.5499114,300,300
10.0213096,53.5498275,300,300
10.0210394,53.5501455,300,300
10.020894,53.5503202,300,300
10.0210161,53.5505195,300,300
10.006833,53.5503097,300,300
10.0060993,53.5503624,300,300
9.989187,53.5551711,300,300
10.0266181,53.5513181,300,300
10.0262304,53.5521075,300,300
10.0253171,53.5519058,300,300
10.0256021,53.5519796,300,300
10.0257044,53.5529595,300,300
10.0247637,53.5536317,300,300
10.019733,53.5816361,300,300
10.0147271,53.5603254,300,300
10.0148052,53.5602177,300,300
